Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,52.669998,53.150002,47.750000,50.770000,36.071445,82439500
2005-02-01,51.000000,53.000000,48.299999,50.820000,36.106956,73027400
2005-03-01,51.130001,53.259998,49.619999,50.020000,35.595745,67358200
2005-04-01,50.119999,50.849998,45.549999,46.410000,33.026760,78058100
2005-05-01,46.619999,53.849998,45.700001,53.700001,38.214550,90706000
2005-06-01,53.650002,56.240002,53.099998,54.410000,38.781425,71682800
2005-07-01,54.650002,60.000000,54.400002,58.750000,41.874809,64738800
2005-08-01,58.400002,58.410000,52.770000,53.750000,38.311008,90814000
2005-09-01,53.900002,55.610001,49.889999,51.930000,37.080326,85222200
2005-10-01,52.290001,57.230000,50.770000,55.689999,39.765148,95835100
2005-11-01,55.650002,59.290001,53.270000,53.509998,38.208523,122573400
2005-12-01,53.990002,56.139999,52.299999,54.970001,39.323456,77976900
2006-01-01,55.520000,55.520000,52.560001,54.750000,39.166073,79200500
2006-02-01,54.599998,55.889999,53.520000,54.400002,38.915699,76518500
2006-03-01,54.590000,54.900002,51.900002,52.009998,37.273220,88303500
2006-04-01,52.000000,54.220001,50.540001,53.099998,38.054375,77947900
2006-05-01,53.500000,55.130001,48.099998,48.919998,35.058754,128881900
2006-06-01,49.250000,49.950001,47.259998,48.869999,35.094063,99018700
2006-07-01,48.770000,50.389999,44.700001,45.919998,32.975639,103952400
2006-08-01,45.599998,50.400002,45.110001,48.389999,34.749371,105913200
2006-09-01,48.950001,56.669998,47.759998,55.250000,39.773640,117346100
2006-10-01,54.709999,60.340000,54.599998,59.180000,42.602802,126302400
2006-11-01,59.349998,59.650002,55.740002,58.090000,41.818127,99555500
2006-12-01,58.250000,60.000000,56.689999,57.049999,41.154190,64078200
2007-01-01,57.849998,62.959999,56.610001,61.360001,44.263309,85343900
2007-02-01,61.290001,64.739998,59.400002,61.529999,44.385944,68527200
2007-03-01,60.799999,63.000000,58.299999,59.259998,42.830738,108312700
2007-04-01,59.509998,62.250000,58.740002,59.369999,42.910252,91298400
2007-05-01,59.110001,62.549999,56.799999,62.430000,45.121883,181258800
2007-06-01,62.410000,65.070000,62.200001,63.599998,46.063560,211823400
2007-07-01,63.250000,70.750000,60.500000,60.570000,43.869034,260291800
2007-08-01,60.599998,66.489998,56.060001,65.930000,47.751102,219587100
2007-09-01,65.559998,68.290001,59.750000,63.570000,46.153038,149459000
2007-10-01,63.779999,68.500000,60.000000,61.360001,44.548519,161007800
2007-11-01,60.790001,61.000000,50.250000,59.970001,43.539375,282210200
2007-12-01,60.000000,60.490002,48.849998,50.000000,36.393585,230174400
2008-01-01,50.049999,56.310001,47.009998,55.419998,40.338657,319179900
2008-02-01,55.349998,57.320000,50.529999,52.610001,38.293346,214905600
2008-03-01,52.430000,54.040001,47.709999,50.680000,36.985977,234895900
2008-04-01,51.060001,55.099998,51.060001,53.130001,38.773975,196560800
2008-05-01,52.959999,55.720001,51.349998,53.360001,38.941845,191298700
2008-06-01,53.540001,55.060001,46.340000,46.490002,34.014572,236528000
2008-07-01,45.950001,49.250000,42.320000,45.230000,33.092686,241081600
2008-08-01,45.520000,53.910000,44.259998,53.020000,38.792274,230867500
2008-09-01,54.990002,59.549999,46.619999,49.049999,35.999664,326311000
2008-10-01,48.509998,48.860001,30.450001,40.119999,29.445604,424606700
2008-11-01,40.099998,42.220001,25.600000,33.759998,24.777760,287460400
2008-12-01,33.270000,40.180000,28.629999,34.529999,25.471531,277510700
2009-01-01,34.639999,38.840000,31.170000,31.200001,23.015112,223578900
2009-02-01,30.250000,33.500000,27.120001,28.309999,20.883261,323595000
2009-03-01,27.790001,35.669998,25.000000,34.389999,25.505987,300784600
2009-04-01,33.930000,41.770000,33.299999,41.259998,30.601257,258098700
2009-05-01,40.380001,44.900002,38.380001,39.299999,29.147585,229769900
2009-06-01,39.869999,42.419998,37.660000,39.470001,29.390146,209408100
2009-07-01,39.639999,44.439999,36.360001,43.619999,32.480312,177293200
2009-08-01,43.950001,47.689999,41.209999,47.000000,34.997135,209986900
2009-09-01,46.720001,49.200001,45.680000,46.680000,34.902245,151443000
2009-10-01,46.520000,51.770000,45.730000,48.430000,36.210697,161964300
2009-11-01,48.619999,51.020000,45.990002,46.560001,34.812527,170634200
2009-12-01,47.080002,49.520000,45.110001,48.369999,36.292347,162586600
2010-01-01,48.470001,52.459999,48.259998,51.270000,38.468231,156447300
2010-02-01,51.549999,51.630001,48.230000,51.520000,38.655823,142185800
2010-03-01,51.770000,54.730000,51.459999,52.599998,39.600533,95753500
2010-04-01,52.759998,58.520000,52.650002,56.869999,42.815266,116684000
2010-05-01,56.959999,57.619999,51.830002,54.529999,41.053581,165625900
2010-06-01,54.270000,55.389999,48.230000,49.169998,37.130859,144152400
2010-07-01,48.990002,52.990002,48.299999,51.320000,38.754429,128499200
2010-08-01,51.590000,53.700001,49.369999,51.160000,38.633602,133602500
2010-09-01,51.619999,55.279999,51.619999,53.439999,40.554401,99388700
2010-10-01,53.779999,55.080002,51.650002,51.939999,39.416092,112940900
2010-11-01,52.380001,57.450001,51.930000,56.939999,43.210487,124484300
2010-12-01,57.599998,60.650002,57.250000,60.130001,45.844379,93733200
2011-01-01,60.259998,60.970001,53.860001,54.830002,41.803547,168323900
2011-02-01,54.650002,55.529999,50.000000,52.549999,40.065231,171292100
2011-03-01,52.689999,52.980000,49.029999,50.009998,38.304745,176080900
2011-04-01,50.070000,51.130001,49.020000,49.099998,37.607738,124969600
2011-05-01,49.340000,52.119999,48.509998,49.529999,37.937092,160359300
2011-06-01,49.610001,49.630001,45.650002,46.910000,36.105522,154391900
