Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,53.750000,54.599998,52.220001,52.400002,37.402084,183923700
2005-02-01,52.400002,53.740002,51.099998,51.610001,36.838188,181560100
2005-03-01,52.009998,53.490002,50.060001,50.110001,35.767529,373812500
2005-04-01,50.250000,50.500000,46.200001,47.139999,33.746788,337397100
2005-05-01,47.480000,49.459999,46.599998,47.230000,33.811237,255131200
2005-06-01,47.250000,50.299999,47.209999,48.200001,34.616116,238335200
2005-07-01,48.250000,50.689999,48.150002,49.349998,35.442017,183397900
2005-08-01,49.619999,49.869999,44.700001,44.959999,32.289219,280401100
2005-09-01,44.950001,46.480000,42.310001,43.820000,31.570049,445029400
2005-10-01,44.150002,47.549999,43.299999,47.310001,34.084404,309168500
2005-11-01,47.119999,50.869999,46.610001,48.560001,34.984970,267771900
2005-12-01,48.590000,49.740002,46.750000,46.799999,33.716976,258541900
2006-01-01,46.360001,46.950001,44.540001,46.110001,33.320900,322518700
2006-02-01,46.049999,47.020000,44.520000,45.360001,32.778931,236340600
2006-03-01,45.360001,48.869999,44.860001,47.240002,34.137489,267987900
2006-04-01,47.270000,47.310001,44.990002,45.029999,32.660583,197107100
2006-05-01,45.919998,50.000000,45.540001,48.450001,35.141132,302008400
2006-06-01,48.250000,49.189999,46.549999,48.169998,35.060207,245733000
2006-07-01,47.750000,48.049999,42.310001,44.500000,32.389034,269589700
2006-08-01,44.349998,45.450001,43.480000,44.720001,32.549156,237088700
2006-09-01,45.000000,49.950001,44.020000,49.320000,36.032707,265210400
2006-10-01,48.619999,52.150002,47.639999,49.279999,36.003487,365494300
2006-11-01,49.380001,49.700001,45.970001,46.099998,33.680202,371959900
2006-12-01,46.000000,46.889999,44.799999,46.180000,33.738655,278046300
2007-01-01,47.090000,48.779999,46.509998,47.689999,34.970165,289921200
2007-02-01,47.509998,50.419998,47.439999,48.310001,35.424786,278003300
2007-03-01,47.779999,48.320000,45.060001,46.950001,34.427517,347369500
2007-04-01,47.060001,49.950001,46.830002,47.919998,35.307011,257144500
2007-05-01,47.919998,48.880001,46.320000,47.599998,35.071224,309199900
2007-06-01,47.900002,51.439999,47.689999,48.110001,35.611530,443564800
2007-07-01,48.200001,49.259998,45.730000,45.950001,34.012661,345381600
2007-08-01,46.049999,48.419998,42.919998,43.630001,32.295383,561399200
2007-09-01,43.509998,45.049999,42.090000,43.650002,32.473225,376154000
2007-10-01,43.830002,47.700001,43.270000,45.209999,33.633774,437028000
2007-11-01,44.700001,48.230000,42.500000,47.900002,35.634995,432340500
2007-12-01,47.709999,50.049999,46.869999,47.529999,35.359722,304526500
2008-01-01,47.410000,51.299999,43.110001,50.740002,37.917934,594609500
2008-02-01,50.900002,51.570000,47.840000,49.590000,37.058540,476630200
2008-03-01,49.430000,54.150002,48.639999,52.680000,39.367687,490180000
2008-04-01,53.189999,59.040001,52.810001,57.980000,43.534145,439232000
2008-05-01,58.200001,59.090000,55.049999,57.740002,43.353931,392991100
2008-06-01,57.410000,59.950001,55.849998,56.200001,42.375278,443348300
2008-07-01,56.000000,59.560001,55.340000,58.619999,44.199970,495577900
2008-08-01,58.750000,61.000000,56.810001,59.070000,44.539299,395839100
2008-09-01,59.900002,63.849998,57.740002,59.889999,45.339317,560153900
2008-10-01,59.509998,60.299999,47.400002,55.810001,42.250572,748361300
2008-11-01,56.759998,57.250000,50.200001,55.880001,42.303574,514798100
2008-12-01,55.369999,59.230000,52.220001,56.060001,42.439831,469411500
2009-01-01,55.980000,57.509998,46.919998,47.119999,35.825867,518547200
2009-02-01,46.570000,50.669998,46.250000,49.240002,37.437733,509033200
2009-03-01,48.810001,53.000000,47.000000,52.099998,39.612209,545295500
2009-04-01,51.380001,54.570000,47.639999,50.400002,38.535446,450522100
2009-05-01,50.500000,51.380001,48.119999,49.740002,38.030823,377048900
2009-06-01,50.180000,51.750000,48.020000,48.439999,37.236191,417698500
2009-07-01,48.549999,50.430000,47.349998,49.880001,38.343143,369068900
2009-08-01,50.220001,52.560001,48.750000,50.869999,39.104141,344252000
2009-09-01,50.810001,52.099998,48.730000,49.090000,37.942474,375673300
2009-10-01,49.070000,52.000000,48.730000,49.680000,38.398502,374017800
2009-11-01,49.810001,55.090000,49.520000,54.549999,42.162613,306009700
2009-12-01,54.849998,55.080002,52.310001,53.450001,41.312393,264681300
2010-01-01,53.740002,55.200001,52.509998,53.430000,41.504814,291591500
2010-02-01,53.619999,54.500000,52.660000,54.070000,42.001961,278505000
2010-03-01,54.040001,56.270000,53.150002,55.599998,43.190491,270764400
2010-04-01,55.750000,55.900002,53.520000,53.639999,41.902409,282951100
2010-05-01,53.880001,54.950001,50.000000,50.560001,39.496372,398119000
2010-06-01,50.799999,52.080002,48.009998,48.070000,37.769035,390548500
2010-07-01,48.099998,51.810001,47.770000,51.189999,40.220440,280340800
2010-08-01,51.549999,52.480000,50.000000,50.139999,39.395447,272559100
2010-09-01,50.490002,54.389999,50.459999,53.520000,42.296150,216284000
2010-10-01,53.599998,54.820000,52.930000,54.169998,42.809834,208445100
2010-11-01,54.049999,55.720001,53.430000,54.090000,42.746613,241802400
2010-12-01,54.419998,55.340000,53.139999,53.930000,42.620167,246182100
2011-01-01,54.230000,57.900002,53.540001,56.070000,44.556042,260656500
2011-02-01,56.369999,56.730000,51.520000,51.980000,41.305927,276839200
2011-03-01,52.160000,53.880001,50.970001,52.049999,41.361538,279247300
2011-04-01,52.250000,55.160000,51.919998,54.980000,43.996094,177992800
2011-05-01,55.080002,56.470001,54.189999,55.220001,44.188156,195699000
2011-06-01,54.980000,55.169998,51.790001,53.139999,42.805054,282564700
2011-07-01,53.189999,54.810001,52.669998,52.709999,42.458683,198103900
2011-08-01,52.790001,53.490002,48.310001,53.189999,42.845329,424527100
2011-09-01,53.200001,53.549999,49.939999,51.900002,42.108654,275866100
2011-10-01,51.880001,57.959999,51.630001,56.720001,46.019321,268820500
2011-11-01,55.820000,59.400002,55.680000,58.900002,47.788044,222113300
2011-12-01,58.639999,60.000000,57.419998,59.759998,48.485790,193606900
