Date,Open,High,Low,Close,Adj Close,Volume
2010-08-01,57.060001,57.610001,54.049999,56.500000,44.050072,75912600
2010-09-01,56.930000,65.220001,56.759998,64.489998,50.462383,76683600
2010-10-01,64.919998,65.459999,61.900002,62.770000,49.116497,86190200
2010-11-01,63.049999,68.000000,62.709999,67.610001,53.074596,70219900
2010-12-01,68.209999,73.160004,68.010002,72.209999,56.685658,69379200
2011-01-01,72.750000,73.699997,70.010002,71.839996,56.395195,51344400
2011-02-01,72.220001,75.480003,70.540001,74.790001,58.710983,41166300
2011-03-01,75.110001,75.389999,69.540001,73.320000,57.715195,61283600
2011-04-01,73.160004,81.500000,73.139999,80.889999,63.674030,51728400
2011-05-01,81.209999,83.949997,79.139999,82.480003,64.925652,48334900
2011-06-01,82.339996,82.510002,77.309998,81.239998,64.136742,51884700
2011-07-01,81.500000,83.449997,77.190002,78.250000,61.776218,36468100
2011-08-01,79.320000,79.349998,70.220001,78.540001,62.005161,83484600
2011-09-01,78.980003,86.339996,76.589996,82.129997,65.045242,58581700
2011-10-01,81.720001,86.139999,78.410004,83.250000,65.932259,61642600
2011-11-01,82.370003,85.820000,80.300003,85.300003,67.555824,46929900
2011-12-01,85.000000,88.680000,81.849998,83.320000,66.176399,48945600
2012-01-01,84.279999,85.080002,78.809998,82.269997,65.342461,51275200
2012-02-01,82.919998,87.199997,82.779999,86.059998,68.352646,44535200
2012-03-01,86.540001,91.779999,85.690002,90.800003,72.322639,44799200
2012-04-01,90.940002,92.099998,86.029999,88.180000,70.235794,43518200
2012-05-01,86.910004,88.000000,81.980003,86.389999,68.810043,59100800
2012-06-01,86.000000,95.110001,85.169998,95.000000,75.918327,49076200
2012-07-01,95.000000,97.760002,93.110001,96.180000,76.861305,34993500
2012-08-01,96.430000,99.279999,94.389999,97.870003,78.211876,31041300
2012-09-01,97.790001,103.510002,97.070000,100.160004,80.272346,31903500
2012-10-01,100.629997,104.430000,93.839996,98.430000,78.885841,69043500
2012-11-01,98.589996,104.500000,93.510002,103.919998,83.285751,62802000
2012-12-01,104.820000,105.970001,96.510002,98.730003,79.354317,64890300
2013-01-01,100.599998,103.529999,99.699997,102.339996,88.074852,42633600
2013-02-01,102.889999,104.349998,98.949997,101.290001,87.171227,41548000
2013-03-01,100.820000,107.059998,100.260002,106.110001,91.563118,43804300
2013-04-01,106.000000,109.750000,103.199997,108.430000,93.565056,40330300
2013-05-01,108.129997,115.769997,107.720001,109.629997,94.600540,40045500
2013-06-01,109.919998,112.589996,107.379997,110.570000,95.677956,34143100
2013-07-01,111.550003,119.389999,110.059998,117.419998,101.605339,30468900
2013-08-01,118.070000,120.199997,110.190002,111.870003,96.802856,31715100
2013-09-01,112.809998,119.470001,111.349998,115.169998,99.917587,33037000
2013-10-01,115.110001,118.989998,110.150002,118.000000,102.372810,42905200
2013-11-01,118.709999,126.120003,118.550003,125.430000,108.818817,31793400
2013-12-01,125.660004,125.690002,115.849998,119.019997,103.519783,43396100
2014-01-01,118.709999,119.300003,111.129997,112.360001,97.727135,54683000
2014-02-01,112.959999,117.470001,109.500000,116.800003,101.588905,41383300
2014-03-01,116.220001,117.070000,111.150002,111.680000,97.398270,54850200
2014-04-01,112.209999,116.610001,110.360001,115.680000,100.886757,51977100
2014-05-01,115.680000,116.910004,111.610001,116.019997,101.183266,40532600
2014-06-01,115.839996,118.849998,114.510002,115.160004,100.740799,33693000
2014-07-01,115.540001,119.599998,114.900002,117.540001,102.822777,39082200
2014-08-01,117.800003,122.059998,117.110001,121.080002,106.240608,32829300
2014-09-01,121.000000,127.779999,120.900002,125.320000,109.960976,39512400
2014-10-01,125.250000,134.500000,122.050003,133.369995,117.024399,56709800
2014-11-01,133.820007,142.970001,133.369995,142.119995,124.702019,33458700
2014-12-01,143.320007,146.820007,136.550003,141.750000,124.700340,46520400
2015-01-01,141.869995,146.100006,138.220001,142.990005,125.791245,42037000
2015-02-01,144.000000,156.850006,140.130005,146.960007,129.283676,62314000
2015-03-01,147.320007,154.229996,145.779999,151.500000,138.023743,48746100
2015-04-01,151.830002,152.949997,142.539993,143.050003,130.325378,39579200
2015-05-01,143.460007,147.559998,141.529999,142.589996,130.261688,40758600
2015-06-01,143.050003,143.250000,134.729996,135.059998,123.382713,43415400
2015-07-01,135.789993,147.000000,135.059998,145.300003,132.737366,40333900
2015-08-01,145.779999,147.589996,117.029999,140.050003,127.941269,43378800
2015-09-01,137.580002,146.899994,137.500000,144.570007,132.433594,39105000
2015-10-01,144.850006,159.399994,142.190002,158.119995,144.846054,46356600
2015-11-01,158.990005,164.470001,153.229996,161.419998,147.869064,39892100
2015-12-01,162.020004,169.729996,157.330002,161.500000,148.324722,54513100
2016-01-01,159.809998,161.229996,144.910004,151.119995,138.791519,48510000
2016-02-01,150.839996,154.880005,141.619995,150.029999,137.790482,54382400
2016-03-01,150.399994,159.800003,147.100006,157.580002,145.116898,51290800
2016-04-01,157.869995,159.089996,147.460007,148.130005,136.414291,42835300
2016-05-01,148.759995,153.880005,138.570007,148.770004,137.408859,69436400
2016-06-01,150.500000,158.789993,148.550003,157.039993,145.047287,55950500
2016-07-01,157.190002,168.820007,154.669998,167.220001,154.449890,43086800
2016-08-01,167.149994,169.589996,161.149994,162.089996,149.711655,34033800
2016-09-01,159.000000,159.279999,147.199997,152.509995,141.241898,60766000
2016-10-01,152.220001,152.320007,147.100006,147.869995,136.944717,46455900
2016-11-01,148.479996,153.419998,142.110001,150.110001,139.019211,51222600
2016-12-01,150.110001,164.949997,150.110001,160.110001,148.736740,48204500
2017-01-01,160.649994,164.800003,158.509995,163.949997,152.303986,36710400
2017-02-01,163.839996,177.869995,161.809998,177.179993,164.594223,48179100
2017-03-01,177.369995,178.710007,164.100006,167.690002,156.197922,58812800
2017-04-01,167.740005,178.270004,166.110001,177.520004,165.354248,36641800
2017-05-01,178.500000,183.179993,169.059998,180.429993,168.064789,53726300
2017-06-01,180.809998,182.720001,156.559998,159.929993,155.440491,110663000
2017-07-01,160.210007,161.350006,150.000000,158.509995,154.060364,93217800
2017-08-01,159.100006,162.350006,150.059998,156.740005,152.340088,78721800
2017-09-01,157.589996,165.320007,155.029999,164.289993,160.188660,50198600
2017-10-01,164.919998,167.289993,154.110001,161.080002,157.058807,89106400
2017-11-01,161.970001,184.899994,161.289993,184.429993,179.825882,57900700
2017-12-01,183.259995,195.350006,181.130005,186.119995,182.012177,60835900
2018-01-01,187.229996,199.880005,183.880005,194.869995,190.569092,57501400
2018-02-01,193.410004,195.520004,175.789993,190.899994,186.686691,43370500
2018-03-01,191.309998,192.990005,180.830002,188.429993,184.764297,57402100
2018-04-01,186.910004,199.039993,180.940002,197.160004,193.324478,44178400
2018-05-01,196.490005,201.770004,190.179993,198.240005,194.383453,55250400
2018-06-01,195.449997,212.460007,195.000000,208.979996,205.512070,44835900
2018-07-01,208.419998,224.619995,206.050003,218.710007,215.080597,36353800
2018-08-01,218.649994,233.520004,215.009995,233.130005,229.261307,41228700
2018-09-01,233.139999,245.160004,231.509995,234.880005,231.555664,41975400
2018-10-01,235.809998,237.570007,217.000000,228.630005,225.394119,66756300
2018-11-01,228.179993,240.880005,217.449997,231.279999,228.006622,47451000
2018-12-01,230.720001,233.860001,189.509995,203.710007,201.304199,64334700
2019-01-01,200.500000,215.559998,199.850006,214.630005,212.095215,46077200
2019-02-01,214.000000,219.690002,205.750000,218.740005,216.156693,37632900
2019-03-01,219.759995,242.440002,215.770004,242.139999,239.926620,50866400
2019-04-01,243.070007,248.699997,240.309998,245.529999,243.285645,32850000
2019-05-01,245.339996,251.009995,233.050003,239.580002,237.390030,39654400
2019-06-01,239.779999,268.940002,238.080002,264.260010,262.551575,34369400
2019-07-01,266.429993,284.309998,261.670013,275.630005,273.848083,32122300
2019-08-01,275.750000,299.950012,262.709991,294.760010,292.854401,49910500
2019-09-01,292.570007,307.339996,284.399994,288.109985,286.880554,47479100
2019-10-01,288.040009,304.880005,281.600006,297.109985,295.842163,46758300
2019-11-01,297.989990,307.100006,295.170013,299.809998,299.179230,33480700
2019-12-01,299.750000,300.200012,289.100006,293.920013,293.301636,45563900
